"tank","species","length_µm","length_mm","treatment","temperature"
"A2","Mytilus edulis ",2071.574,2.071574,"0HW","20"
"A2","Mytilus edulis ",2018.314,2.018314,"0HW","20"
"A2","Mytilus edulis ",1249.784,1.249784,"0HW","20"
"A2","Mytilus edulis ",1733.087,1.733087,"0HW","20"
"A2","Mytilus edulis ",2086.407,2.086407,"0HW","20"
"A2","Mytilus edulis ",2310.077,2.310077,"0HW","20"
"A2","Mytilus edulis ",1678.189,1.678189,"0HW","20"
"A2","Mytilus edulis ",1602.722,1.602722,"0HW","20"
"A2","Mytilus edulis ",1858.741,1.858741,"0HW","20"
"A2","Mytilus edulis ",1555.26,1.55526,"0HW","20"
"A2","Mytilus edulis ",1770.278,1.770278,"0HW","20"
"A2","Mytilus edulis ",765.425,0.765425,"0HW","20"
"A2","Mytilus edulis ",1471.571,1.471571,"0HW","20"
"A2","Mytilus edulis ",3006.582,3.006582,"0HW","20"
"A2","Mytilus edulis ",1778.227,1.778227,"0HW","20"
"A2","Mytilus edulis ",2338.85,2.33885,"0HW","20"
"A2","Mytilus edulis ",2194.553,2.194553,"0HW","20"
"A2","Mytilus edulis ",3153.284,3.153284,"0HW","20"
"A2","Mytilus edulis ",1134.431,1.134431,"0HW","20"
"A2","Mytilus edulis ",1685.975,1.685975,"0HW","20"
"A2","Mytilus edulis ",1428.927,1.428927,"0HW","20"
"A2","Mytilus edulis ",1225.546,1.225546,"0HW","20"
"A2","Mytilus edulis ",903.832,0.903832,"0HW","20"
"A2","Mytilus edulis ",1194.416,1.194416,"0HW","20"
"A2","Mytilus edulis ",1249.784,1.249784,"0HW","20"
"A2","Mytilus edulis ",1410.953,1.410953,"0HW","20"
"A2","Mytilus edulis ",1287.678,1.287678,"0HW","20"
"A2","Mytilus edulis ",1239.487,1.239487,"0HW","20"
"A2","Mytilus edulis ",1911.909,1.911909,"0HW","20"
"A2","Mytilus edulis ",980.236,0.980236,"0HW","20"
"A2","Mytilus edulis ",1185.432,1.185432,"0HW","20"
"A2","Mytilus edulis ",1815.603,1.815603,"0HW","20"
"A2","Mytilus edulis ",1417.602,1.417602,"0HW","20"
"A2","Mytilus edulis ",1354.901,1.354901,"0HW","20"
"A2","Mytilus edulis ",5879.016,5.879016,"0HW","20"
"A2","Mytilus edulis ",1204.681,1.204681,"0HW","20"
"A2","Mytilus edulis ",3283.365,3.283365,"0HW","20"
"A2","Mytilus edulis ",1938.682,1.938682,"0HW","20"
"A2","Mytilus edulis ",1338.318,1.338318,"0HW","20"
"A2","Mytilus edulis ",1812.394,1.812394,"0HW","20"
"A2","Mytilus edulis ",1124.868,1.124868,"0HW","20"
"A2","Mytilus edulis ",1886.833,1.886833,"0HW","20"
"A2","Mytilus edulis ",2022.441,2.022441,"0HW","20"
"A2","Mytilus edulis ",1024.513,1.024513,"0HW","20"
"A2","Mytilus edulis ",690.624,0.690624,"0HW","20"
"A2","Mytilus edulis ",5145.025,5.145025,"0HW","20"
"A2","Mytilus edulis ",1682.353,1.682353,"0HW","20"
"A2","Mytilus edulis ",1618.187,1.618187,"0HW","20"
"A2","Mytilus edulis ",1969.273,1.969273,"0HW","20"
"A2","Mytilus edulis ",1378.002,1.378002,"0HW","20"
"A2","Mytilus edulis ",2245.803,2.245803,"0HW","20"
"A2","Mytilus edulis ",1454.086,1.454086,"0HW","20"
"A2","Mytilus edulis ",1808.035,1.808035,"0HW","20"
"A2","Mytilus edulis ",991.589,0.991589,"0HW","20"
"A2","Mytilus edulis ",1632.1,1.6321,"0HW","20"
"A2","Mytilus edulis ",2000.068,2.000068,"0HW","20"
"A2","Mytilus edulis ",1021.669,1.021669,"0HW","20"
"A2","Mytilus edulis ",4575.859,4.575859,"0HW","20"
"A2","Mytilus edulis ",4057.647,4.057647,"0HW","20"
"A2","Mytilus edulis ",5580.717,5.580717,"0HW","20"
"A2","Mytilus edulis ",614.187,0.614187,"0HW","20"
"A2","Mytilus edulis ",1421.977,1.421977,"0HW","20"
"A2","Mytilus edulis ",1097.111,1.097111,"0HW","20"
"A2","Mytilus edulis ",1587.141,1.587141,"0HW","20"
"A2","Mytilus edulis ",1064.014,1.064014,"0HW","20"
"A2","Mytilus edulis ",2628.103,2.628103,"0HW","20"
"A2","Mytilus edulis ",918.695,0.918695,"0HW","20"
"A2","Mytilus edulis ",1391.139,1.391139,"0HW","20"
"A2","Mytilus edulis ",1108.883,1.108883,"0HW","20"
"A2","Mytilus edulis ",972.555,0.972555,"0HW","20"
"A2","Mytilus edulis ",1602.477,1.602477,"0HW","20"
"A2","Mytilus edulis ",636.561,0.636561,"0HW","20"
"A2","Mytilus edulis ",1602.617,1.602617,"0HW","20"
"A2","Mytilus edulis ",872.77,0.87277,"0HW","20"
"A2","Mytilus edulis ",3079.671,3.079671,"0HW","20"
"A2","Mytilus edulis ",819.592,0.819592,"0HW","20"
"A2","Mytilus edulis ",1826.667,1.826667,"0HW","20"
"A2","Mytilus edulis ",1879.581,1.879581,"0HW","20"
"A2","Mytilus edulis ",965.044,0.965044,"0HW","20"
"A2","Mytilus edulis ",1322.5,1.3225,"0HW","20"
"A2","Mytilus edulis ",2132.467,2.132467,"0HW","20"
"A2","Mytilus edulis ",2972.754,2.972754,"0HW","20"
"A2","Mytilus edulis ",1254.879,1.254879,"0HW","20"
"A2","Mytilus edulis ",4143.526,4.143526,"0HW","20"
"A2","Mytilus edulis ",1820.498,1.820498,"0HW","20"
"A2","Mytilus edulis ",1549.058,1.549058,"0HW","20"
"A2","Mytilus edulis ",1079.16,1.07916,"0HW","20"
"A2","Mytilus edulis ",1886.21,1.88621,"0HW","20"
"A2","Mytilus edulis ",1893.85,1.89385,"0HW","20"
"A2","Mytilus edulis ",1673.949,1.673949,"0HW","20"
"A2","Mytilus edulis ",1996.791,1.996791,"0HW","20"
"A2","Mytilus edulis ",3586.604,3.586604,"0HW","20"
"A2","Mytilus edulis ",1355.892,1.355892,"0HW","20"
"A2","Mytilus edulis ",1758.764,1.758764,"0HW","20"
"A2","Mytilus edulis ",1709.906,1.709906,"0HW","20"
"A2","Mytilus edulis ",1919.884,1.919884,"0HW","20"
"A2","Mytilus edulis ",1852.709,1.852709,"0HW","20"
"A2","Mytilus edulis ",1925.124,1.925124,"0HW","20"
"A2","Mytilus edulis ",1453.201,1.453201,"0HW","20"
"A2","Mytilus edulis ",2398.885,2.398885,"0HW","20"
"A2","Mytilus edulis ",1520.909,1.520909,"0HW","20"
"A2","Mytilus edulis ",1206.723,1.206723,"0HW","20"
"A2","Mytilus edulis ",5418.985,5.418985,"0HW","20"
"A2","Mytilus edulis ",905.255,0.905255,"0HW","20"
"A2","Mytilus edulis ",2291.639,2.291639,"0HW","20"
"A2","Mytilus edulis ",751.18,0.75118,"0HW","20"
"A2","Mytilus edulis ",3395.059,3.395059,"0HW","20"
"A2","Mytilus edulis ",1779.454,1.779454,"0HW","20"
"A2","Mytilus edulis ",1971.318,1.971318,"0HW","20"
"A2","Mytilus edulis ",899.549,0.899549,"0HW","20"
"A2","Mytilus edulis ",2021.445,2.021445,"0HW","20"
"A2","Mytilus edulis ",1666.308,1.666308,"0HW","20"
"A2","Mytilus edulis ",1845.08,1.84508,"0HW","20"
"A2","Mytilus edulis ",1413.49,1.41349,"0HW","20"
"A2","Mytilus edulis ",2278.707,2.278707,"0HW","20"
"A2","Mytilus edulis ",1672.176,1.672176,"0HW","20"
"A2","Mytilus edulis ",2604.056,2.604056,"0HW","20"
"A2","Mytilus edulis ",1975.091,1.975091,"0HW","20"
"A2","Mytilus edulis ",1097.57,1.09757,"0HW","20"
"A2","Mytilus edulis ",1522.381,1.522381,"0HW","20"
"A2","Mytilus edulis ",1692.932,1.692932,"0HW","20"
"A2","Mytilus edulis ",4609.979,4.609979,"0HW","20"
"A2","Mytilus edulis ",5451.442,5.451442,"0HW","20"
"A2","Mytilus edulis ",2090.481,2.090481,"0HW","20"
"A2","Mytilus edulis ",935.897,0.935897,"0HW","20"
"A2","Mytilus edulis ",1548.624,1.548624,"0HW","20"
"A2","Mytilus edulis ",1057.206,1.057206,"0HW","20"
"A2","Mytilus edulis ",5955.591,5.955591,"0HW","20"
"A2","Mytilus edulis ",1998.388,1.998388,"0HW","20"
"A2","Mytilus edulis ",7093.88,7.09388,"0HW","20"
"A2","Mytilus edulis ",1726.843,1.726843,"0HW","20"
"A2","Mytilus edulis ",2196.771,2.196771,"0HW","20"
"A2","Mytilus edulis ",2666.181,2.666181,"0HW","20"
"A2","Mytilus edulis ",1066.955,1.066955,"0HW","20"
"A2","Mytilus edulis ",6898.752,6.898752,"0HW","20"
"A2","Mytilus edulis ",1196.289,1.196289,"0HW","20"
"A2","Mytilus edulis ",1281.273,1.281273,"0HW","20"
"A2","Mytilus edulis ",1274.923,1.274923,"0HW","20"
"A2","Mytilus edulis ",2163.397,2.163397,"0HW","20"
"A2","Mytilus edulis ",1720.381,1.720381,"0HW","20"
"A2","Mytilus edulis ",2311.797,2.311797,"0HW","20"
"A2","Mytilus edulis ",2224.343,2.224343,"0HW","20"
"A2","Mytilus edulis ",1439.852,1.439852,"0HW","20"
"A2","Mytilus edulis ",800.522,0.800522,"0HW","20"
"A2","Mytilus edulis ",908.895,0.908895,"0HW","20"
"A2","Mytilus edulis ",1471.229,1.471229,"0HW","20"
"A2","Mytilus edulis ",1575.603,1.575603,"0HW","20"
"A2","Mytilus edulis ",862.254,0.862254,"0HW","20"
"A2","Mytilus edulis ",1785.483,1.785483,"0HW","20"
"A2","Mytilus edulis ",1690.749,1.690749,"0HW","20"
"A2","Mytilus edulis ",1862.2,1.8622,"0HW","20"
"A2","Mytilus edulis ",1198.486,1.198486,"0HW","20"
"A2","Mytilus edulis ",1640.753,1.640753,"0HW","20"
"A2","Mytilus edulis ",1810.695,1.810695,"0HW","20"
"A2","Mytilus edulis ",1446.213,1.446213,"0HW","20"
"A2","Mytilus edulis ",2359.245,2.359245,"0HW","20"
"A2","Mytilus edulis ",2103.372,2.103372,"0HW","20"
"A2","Mytilus edulis ",1043.941,1.043941,"0HW","20"
"A2","Mytilus edulis ",7362.342,7.362342,"0HW","20"
"A2","Mytilus edulis ",1069.836,1.069836,"0HW","20"
"A2","Mytilus edulis ",2037.358,2.037358,"0HW","20"
"A2","Mytilus edulis ",1804.72,1.80472,"0HW","20"
"A2","Mytilus edulis ",1374.016,1.374016,"0HW","20"
"A2","Mytilus edulis ",1876.571,1.876571,"0HW","20"
"A2","Mytilus edulis ",1612.747,1.612747,"0HW","20"
"A2","Mytilus edulis ",1280.355,1.280355,"0HW","20"
"A2","Mytilus edulis ",1881.01,1.88101,"0HW","20"
"A2","Mytilus edulis ",1469.059,1.469059,"0HW","20"
"A2","Mytilus edulis ",962.489,0.962489,"0HW","20"
"A2","Mytilus edulis ",1710.201,1.710201,"0HW","20"
"A2","Mytilus edulis ",1388.562,1.388562,"0HW","20"
"A2","Mytilus edulis ",1750.183,1.750183,"0HW","20"
"A2","Mytilus edulis ",1005.935,1.005935,"0HW","20"
"A2","Mytilus edulis ",988.933,0.988933,"0HW","20"
"A2","Mytilus edulis ",2681.649,2.681649,"0HW","20"
"A2","Mytilus edulis ",2144.715,2.144715,"0HW","20"
"A2","Mytilus edulis ",914.849,0.914849,"0HW","20"
"A2","Mytilus edulis ",1407.776,1.407776,"0HW","20"
"A2","Mytilus edulis ",711.303,0.711303,"0HW","20"
"A2","Mytilus edulis ",2247.596,2.247596,"0HW","20"
"A2","Mytilus edulis ",2311.603,2.311603,"0HW","20"
"A2","Mytilus edulis ",5255.865,5.255865,"0HW","20"
"A2","Mytilus edulis ",1502.509,1.502509,"0HW","20"
"A2","Mytilus edulis ",923.859,0.923859,"0HW","20"
"A2","Mytilus edulis ",1975.034,1.975034,"0HW","20"
"A2","Mytilus edulis ",1722.494,1.722494,"0HW","20"
"A2","Mytilus edulis ",2523.036,2.523036,"0HW","20"
"A2","Mytilus edulis ",1416.061,1.416061,"0HW","20"
"A2","Mytilus edulis ",1858.741,1.858741,"0HW","20"
"A2","Mytilus edulis ",2082.406,2.082406,"0HW","20"
"A2","Mytilus edulis ",1231.105,1.231105,"0HW","20"
"A2","Mytilus edulis ",1037.056,1.037056,"0HW","20"
"A2","Mytilus edulis ",979.093,0.979093,"0HW","20"
"A2","Mytilus edulis ",2799.605,2.799605,"0HW","20"
"A2","Mytilus edulis ",2201.276,2.201276,"0HW","20"
"A2","Mytilus edulis ",790.39,0.79039,"0HW","20"
"A2","Mytilus edulis ",2006.968,2.006968,"0HW","20"
"A2","Mytilus edulis ",1852.709,1.852709,"0HW","20"
"A2","Mytilus edulis ",4536.945,4.536945,"0HW","20"
"A2","Mytilus edulis ",1536.287,1.536287,"0HW","20"
"A2","Mytilus edulis ",2132.467,2.132467,"0HW","20"
"A2","Mytilus edulis ",1611.116,1.611116,"0HW","20"
"A2","Mytilus edulis ",1325.206,1.325206,"0HW","20"
"A2","Mytilus edulis ",1055.086,1.055086,"0HW","20"
"A2","Mytilus edulis ",1686.473,1.686473,"0HW","20"
"A2","Mytilus edulis ",1759.368,1.759368,"0HW","20"
"A2","Mytilus edulis ",1177.806,1.177806,"0HW","20"
"A2","Mytilus edulis ",1155.111,1.155111,"0HW","20"
"A2","Mytilus edulis ",1687.004,1.687004,"0HW","20"
"A2","Mytilus edulis ",1807.447,1.807447,"0HW","20"
"A2","Mytilus edulis ",1856.933,1.856933,"0HW","20"
"A2","Mytilus edulis ",1444.819,1.444819,"0HW","20"
"A2","Mytilus edulis ",2658.697,2.658697,"0HW","20"
"A2","Mytilus edulis ",1625.881,1.625881,"0HW","20"
"A2","Mytilus edulis ",1501.801,1.501801,"0HW","20"
"A2","Mytilus edulis ",1064.382,1.064382,"0HW","20"
"A2","Mytilus edulis ",1177.806,1.177806,"0HW","20"
"A2","Mytilus edulis ",971.115,0.971115,"0HW","20"
"A2","Mytilus edulis ",2164.25,2.16425,"0HW","20"
"A2","Mytilus edulis ",1864.543,1.864543,"0HW","20"
"A2","Mytilus edulis ",1029.744,1.029744,"0HW","20"
"A2","Mytilus edulis ",3700.052,3.700052,"0HW","20"
"A2","Mytilus edulis ",1830.34,1.83034,"0HW","20"
"A2","Mytilus edulis ",1737.183,1.737183,"0HW","20"
"A2","Mytilus edulis ",4903.211,4.903211,"0HW","20"
"A2","Mytilus edulis ",1163.992,1.163992,"0HW","20"
"A2","Mytilus edulis ",1646.134,1.646134,"0HW","20"
"A2","Mytilus edulis ",1694.915,1.694915,"0HW","20"
"A2","Mytilus edulis ",1673.146,1.673146,"0HW","20"
"A2","Mytilus edulis ",1738.343,1.738343,"0HW","20"
"A2","Mytilus edulis ",1726.843,1.726843,"0HW","20"
"A2","Mytilus edulis ",1676.054,1.676054,"0HW","20"
"A2","Mytilus edulis ",2072.6,2.0726,"0HW","20"
"A2","Mytilus edulis ",4041.782,4.041782,"0HW","20"
"A2","Mytilus edulis ",1117.48,1.11748,"0HW","20"
"A2","Mytilus edulis ",1328.875,1.328875,"0HW","20"
"A2","Mytilus edulis ",1481.2,1.4812,"0HW","20"
"A2","Mytilus edulis ",660.551,0.660551,"0HW","20"
"A2","Mytilus edulis ",1727.167,1.727167,"0HW","20"
"A2","Mytilus edulis ",857.241,0.857241,"0HW","20"
"A2","Mytilus edulis ",1770.499,1.770499,"0HW","20"
"A2","Mytilus edulis ",2030.506,2.030506,"0HW","20"
"A2","Mytilus edulis ",790.674,0.790674,"0HW","20"
"A2","Mytilus edulis ",1258.264,1.258264,"0HW","20"
"A2","Mytilus edulis ",1908.422,1.908422,"0HW","20"
"A2","Mytilus edulis ",968.576,0.968576,"0HW","20"
"A2","Mytilus edulis ",1750.151,1.750151,"0HW","20"
"A2","Mytilus edulis ",1212.322,1.212322,"0HW","20"
"A2","Mytilus edulis ",2009.476,2.009476,"0HW","20"
"A2","Mytilus edulis ",1862.951,1.862951,"0HW","20"
"A2","Mytilus edulis ",886.766,0.886766,"0HW","20"
"A2","Mytilus edulis ",1077.343,1.077343,"0HW","20"
"A2","Mytilus edulis ",1655.356,1.655356,"0HW","20"
"A2","Mytilus edulis ",2256.121,2.256121,"0HW","20"
"A2","Mytilus edulis ",2646.481,2.646481,"0HW","20"
"A2","Mytilus edulis ",1371.529,1.371529,"0HW","20"
"A2","Mytilus edulis ",1186.659,1.186659,"0HW","20"
"A2","Mytilus edulis ",1930.553,1.930553,"0HW","20"
"A2","Mytilus edulis ",1335.764,1.335764,"0HW","20"
"A2","Mytilus edulis ",852.987,0.852987,"0HW","20"
"A2","Mytilus edulis ",2328.201,2.328201,"0HW","20"
"A2","Mytilus edulis ",1388.562,1.388562,"0HW","20"
"A2","Mytilus edulis ",1907.249,1.907249,"0HW","20"
"A2","Mytilus edulis ",1775.329,1.775329,"0HW","20"
"A2","Mytilus edulis ",1167.689,1.167689,"0HW","20"
"A2","Mytilus edulis ",1890.744,1.890744,"0HW","20"
"A2","Mytilus edulis ",2394.027,2.394027,"0HW","20"
"A2","Mytilus edulis ",2630.678,2.630678,"0HW","20"
"A2","Mytilus edulis ",1892.046,1.892046,"0HW","20"
"A2","Mytilus edulis ",1585.483,1.585483,"0HW","20"
"A2","Mytilus edulis ",1458.698,1.458698,"0HW","20"
"A2","Mytilus edulis ",4996.998,4.996998,"0HW","20"
"A2","Mytilus edulis ",849.173,0.849173,"0HW","20"
"A2","Mytilus edulis ",616.915,0.616915,"0HW","20"
"A2","Mytilus edulis ",1145.477,1.145477,"0HW","20"
"A2","Mytilus edulis ",1160.188,1.160188,"0HW","20"
"A2","Mytilus edulis ",765.644,0.765644,"0HW","20"
"A2","Mytilus edulis ",1051.207,1.051207,"0HW","20"
"A2","Mytilus edulis ",2093.584,2.093584,"0HW","20"
"A2","Mytilus edulis ",1444.858,1.444858,"0HW","20"
"A2","Mytilus edulis ",3482.861,3.482861,"0HW","20"
"A2","Mytilus edulis ",1394.675,1.394675,"0HW","20"
"A2","Mytilus edulis ",734.91,0.73491,"0HW","20"
"A2","Mytilus edulis ",2030.313,2.030313,"0HW","20"
"A2","Mytilus edulis ",1895.09,1.89509,"0HW","20"
"A2","Mytilus edulis ",1848.687,1.848687,"0HW","20"
"A2","Mytilus edulis ",1766.48,1.76648,"0HW","20"
"A2","Mytilus edulis ",1432.018,1.432018,"0HW","20"
"A2","Mytilus edulis ",1895.976,1.895976,"0HW","20"
"A2","Mytilus edulis ",1967.083,1.967083,"0HW","20"
"A2","Mytilus edulis ",1595.477,1.595477,"0HW","20"
"A2","Mytilus edulis ",1182.88,1.18288,"0HW","20"
"A2","Mytilus edulis ",1673.982,1.673982,"0HW","20"
"A2","Mytilus edulis ",975.256,0.975256,"0HW","20"
"A2","Mytilus edulis ",5746.654,5.746654,"0HW","20"
"A2","Mytilus edulis ",5608.488,5.608488,"0HW","20"
"A2","Mytilus edulis ",894.37,0.89437,"0HW","20"
"A2","Mytilus edulis ",1634.259,1.634259,"0HW","20"
"A2","Mytilus edulis ",1956.184,1.956184,"0HW","20"
"A2","Mytilus edulis ",1190.661,1.190661,"0HW","20"
"A2","Mytilus edulis ",1254.745,1.254745,"0HW","20"
"A2","Mytilus edulis ",968.345,0.968345,"0HW","20"
"A2","Mytilus edulis ",1810.695,1.810695,"0HW","20"
"A2","Mytilus edulis ",801.64,0.80164,"0HW","20"
"A2","Mytilus edulis ",2880.967,2.880967,"0HW","20"
"A2","Mytilus edulis ",1639.217,1.639217,"0HW","20"
"A2","Mytilus edulis ",793.571,0.793571,"0HW","20"
"A2","Mytilus edulis ",2306.658,2.306658,"0HW","20"
"A2","Mytilus edulis ",2349.522,2.349522,"0HW","20"
"A2","Mytilus edulis ",4007.53,4.00753,"0HW","20"
"A2","Mytilus edulis ",4770.219,4.770219,"0HW","20"
"A2","Mytilus edulis ",2226.154,2.226154,"0HW","20"
"A2","Mytilus edulis ",4379.379,4.379379,"0HW","20"
"A2","Mytilus edulis ",1632.751,1.632751,"0HW","20"
"A2","Mytilus edulis ",921.857,0.921857,"0HW","20"
"A2","Mytilus edulis ",2584.315,2.584315,"0HW","20"
"A2","Mytilus edulis ",1086.036,1.086036,"0HW","20"
"A2","Mytilus edulis ",1444.858,1.444858,"0HW","20"
"A2","Mytilus edulis ",968.98,0.96898,"0HW","20"
"A2","Mytilus edulis ",1046.351,1.046351,"0HW","20"
"A2","Mytilus edulis ",904.698,0.904698,"0HW","20"
"A2","Mytilus edulis ",835.887,0.835887,"0HW","20"
"A2","Mytilus edulis ",1021.669,1.021669,"0HW","20"
"A2","Mytilus edulis ",1439.036,1.439036,"0HW","20"
"A2","Mytilus edulis ",819.592,0.819592,"0HW","20"
"A2","Mytilus edulis ",1183.117,1.183117,"0HW","20"
"A2","Mytilus edulis ",1632.1,1.6321,"0HW","20"
"A2","Mytilus edulis ",1676.354,1.676354,"0HW","20"
"A2","Mytilus edulis ",1705.58,1.70558,"0HW","20"
"A2","Mytilus edulis ",2111.26,2.11126,"0HW","20"
"A2","Mytilus edulis ",1659.948,1.659948,"0HW","20"
"A2","Mytilus edulis ",2690.317,2.690317,"0HW","20"
"A2","Mytilus edulis ",2195.853,2.195853,"0HW","20"
"A2","Mytilus edulis ",1146.601,1.146601,"0HW","20"
"A2","Mytilus edulis ",2212.131,2.212131,"0HW","20"
"A2","Mytilus edulis ",2027.527,2.027527,"0HW","20"
"A2","Mytilus edulis ",1044.048,1.044048,"0HW","20"
"A2","Mytilus edulis ",2003.954,2.003954,"0HW","20"
"A2","Mytilus edulis ",1354.405,1.354405,"0HW","20"
"A2","Mytilus edulis ",1540.471,1.540471,"0HW","20"
"A2","Mytilus edulis ",3598.756,3.598756,"0HW","20"
"A2","Mytilus edulis ",1017.937,1.017937,"0HW","20"
"A2","Mytilus edulis ",1682.22,1.68222,"0HW","20"
"A2","Mytilus edulis ",4765.524,4.765524,"0HW","20"
"A2","Mytilus edulis ",1631.002,1.631002,"0HW","20"
"A2","Mytilus edulis ",1687.004,1.687004,"0HW","20"
"A2","Mytilus edulis ",1316.732,1.316732,"0HW","20"
"A2","Mytilus edulis ",731.322,0.731322,"0HW","20"
"A2","Mytilus edulis ",1208.253,1.208253,"0HW","20"
"A2","Mytilus edulis ",2548.001,2.548001,"0HW","20"
"A2","Mytilus edulis ",1415.112,1.415112,"0HW","20"
"A2","Mytilus edulis ",1440.202,1.440202,"0HW","20"
"A2","Mytilus edulis ",1401.88,1.40188,"0HW","20"
"A2","Mytilus edulis ",1448.958,1.448958,"0HW","20"
"A2","Mytilus edulis ",2645.635,2.645635,"0HW","20"
"A2","Mytilus edulis ",4088.113,4.088113,"0HW","20"
"A2","Mytilus edulis ",2542.13,2.54213,"0HW","20"
"A2","Mytilus edulis ",2069.195,2.069195,"0HW","20"
"A2","Mytilus edulis ",1204.495,1.204495,"0HW","20"
"A2","Mytilus edulis ",2110.544,2.110544,"0HW","20"
"A2","Mytilus edulis ",1925.589,1.925589,"0HW","20"
"A2","Mytilus edulis ",2155.621,2.155621,"0HW","20"
"A2","Mytilus edulis ",4031.299,4.031299,"0HW","20"
"A2","Mytilus edulis ",2090.454,2.090454,"0HW","20"
"A2","Mytilus edulis ",2220.011,2.220011,"0HW","20"
"A2","Mytilus edulis ",528.259,0.528259,"0HW","20"
"A2","Mytilus edulis ",1296.687,1.296687,"0HW","20"
"A2","Mytilus edulis ",1150.937,1.150937,"0HW","20"
"A2","Mytilus edulis ",1165.002,1.165002,"0HW","20"
"A2","Mytilus edulis ",2897.491,2.897491,"0HW","20"
"A2","Mytilus edulis ",2031.388,2.031388,"0HW","20"
"A2","Mytilus edulis ",1973.049,1.973049,"0HW","20"
"A2","Mytilus edulis ",1649.836,1.649836,"0HW","20"
"A2","Mytilus edulis ",1689.159,1.689159,"0HW","20"
"A2","Mytilus edulis ",2304.984,2.304984,"0HW","20"
"A2","Mytilus edulis ",1775.739,1.775739,"0HW","20"
"A2","Mytilus edulis ",1647.391,1.647391,"0HW","20"
"A2","Mytilus edulis ",879.159,0.879159,"0HW","20"
"A2","Mytilus edulis ",1473.965,1.473965,"0HW","20"
"A2","Mytilus edulis ",2045.254,2.045254,"0HW","20"
"A2","Mytilus edulis ",1900.399,1.900399,"0HW","20"
"A2","Mytilus edulis ",1994.435,1.994435,"0HW","20"
"A2","Mytilus edulis ",1315.201,1.315201,"0HW","20"
"A2","Mytilus edulis ",2035.764,2.035764,"0HW","20"
"A2","Mytilus edulis ",2691.253,2.691253,"0HW","20"
"A2","Mytilus edulis ",4466.828,4.466828,"0HW","20"
"A2","Mytilus edulis ",2157.516,2.157516,"0HW","20"
"A2","Mytilus edulis ",2293.323,2.293323,"0HW","20"
"A2","Mytilus edulis ",1594.775,1.594775,"0HW","20"
"A2","Mytilus edulis ",1870.746,1.870746,"0HW","20"
"A2","Mytilus edulis ",1881.04,1.88104,"0HW","20"
"A2","Mytilus edulis ",860.63,0.86063,"0HW","20"
"A2","Mytilus edulis ",6099.45,6.09945,"0HW","20"
"A2","Mytilus edulis ",1589.467,1.589467,"0HW","20"
"A2","Mytilus edulis ",1555.224,1.555224,"0HW","20"
"A2","Mytilus edulis ",1878.151,1.878151,"0HW","20"
"A2","Mytilus edulis ",2190.264,2.190264,"0HW","20"
"A2","Mytilus edulis ",1069.836,1.069836,"0HW","20"
"A2","Mytilus edulis ",1747.078,1.747078,"0HW","20"
"A2","Mytilus edulis ",2129.841,2.129841,"0HW","20"
"A2","Mytilus edulis ",1407.18,1.40718,"0HW","20"
"A2","Mytilus edulis ",1103.418,1.103418,"0HW","20"
"A2","Mytilus edulis ",2242.386,2.242386,"0HW","20"
"A2","Mytilus edulis ",1589.467,1.589467,"0HW","20"
"A2","Mytilus edulis ",664.437,0.664437,"0HW","20"
"A2","Mytilus edulis ",1313.966,1.313966,"0HW","20"
"A2","Mytilus edulis ",4263.438,4.263438,"0HW","20"
"A2","Mytilus edulis ",1057.259,1.057259,"0HW","20"
"A2","Mytilus edulis ",1102.81,1.10281,"0HW","20"
"A2","Mytilus edulis ",1006.436,1.006436,"0HW","20"
"A2","Mytilus edulis ",2006.103,2.006103,"0HW","20"
"A2","Mytilus edulis ",796.808,0.796808,"0HW","20"
"A2","Mytilus edulis ",1599.821,1.599821,"0HW","20"
"A2","Mytilus edulis ",1386.424,1.386424,"0HW","20"
"A2","Mytilus edulis ",1946.835,1.946835,"0HW","20"
"A2","Mytilus edulis ",1204.495,1.204495,"0HW","20"
"A2","Mytilus edulis ",1707.318,1.707318,"0HW","20"
"A2","Mytilus edulis ",1085.417,1.085417,"0HW","20"
"A2","Mytilus edulis ",1954.782,1.954782,"0HW","20"
"A2","Mytilus edulis ",1701.506,1.701506,"0HW","20"
"A2","Mytilus edulis ",1245.478,1.245478,"0HW","20"
"A2","Mytilus edulis ",2942.248,2.942248,"0HW","20"
"A2","Mytilus edulis ",1574.715,1.574715,"0HW","20"
"A2","Mytilus edulis ",1627.67,1.62767,"0HW","20"
"A2","Mytilus edulis ",2795.463,2.795463,"0HW","20"
"A2","Mytilus edulis ",1054.874,1.054874,"0HW","20"
"A2","Mytilus edulis ",1324.699,1.324699,"0HW","20"
"A2","Mytilus edulis ",3676.622,3.676622,"0HW","20"
"A2","Mytilus edulis ",2597.277,2.597277,"0HW","20"
"A2","Mytilus edulis ",2070.763,2.070763,"0HW","20"
"A2","Mytilus edulis ",1314.009,1.314009,"0HW","20"
"A2","Mytilus edulis ",2476.715,2.476715,"0HW","20"
"A2","Mytilus edulis ",691.838,0.691838,"0HW","20"
"A2","Mytilus edulis ",6191.642,6.191642,"0HW","20"
"A2","Mytilus edulis ",1888.167,1.888167,"0HW","20"
"A2","Mytilus edulis ",1002.591,1.002591,"0HW","20"
"A2","Mytilus edulis ",1350.681,1.350681,"0HW","20"
"A2","Mytilus edulis ",1319.746,1.319746,"0HW","20"
