"tank","species","length_µm","length_mm","treatment","temperature"
"C1","B_f",848.052,0.848052,"1HW","25"
"C1","A_d",2657.273,2.657273,"1HW","25"
"C1","B_f",1249.157,1.249157,"1HW","25"
"C1","A_d",1449.358,1.449358,"1HW","25"
"C1","B_f",1047.634,1.047634,"1HW","25"
"C1","A_d",3794.623,3.794623,"1HW","25"
"C1","B_f",1200.212,1.200212,"1HW","25"
"C1","A_d",3680.903,3.680903,"1HW","25"
"C1","B_f",2153.855,2.153855,"1HW","25"
"C1","A_d",2447.823,2.447823,"1HW","25"
"C1","B_f",4148.993,4.148993,"1HW","25"
"C1","A_d",3955.594,3.955594,"1HW","25"
"C1","B_f",719.518,0.719518,"1HW","25"
"C1","A_d",3277.869,3.277869,"1HW","25"
"C1","B_f",1488.437,1.488437,"1HW","25"
"C1","A_d",2590.811,2.590811,"1HW","25"
"C1","B_f",1811.004,1.811004,"1HW","25"
"C1","A_d",2488.36,2.48836,"1HW","25"
"C1","B_f",1610.282,1.610282,"1HW","25"
"C1","A_d",3417.762,3.417762,"1HW","25"
"C1","B_f",1792.896,1.792896,"1HW","25"
"C1","A_d",2302.062,2.302062,"1HW","25"
"C1","B_f",1784.542,1.784542,"1HW","25"
"C1","A_d",3512.086,3.512086,"1HW","25"
"C1","B_f",817.13,0.81713,"1HW","25"
"C1","A_d",1980.548,1.980548,"1HW","25"
"C1","B_f",1644.535,1.644535,"1HW","25"
"C1","A_d",2077.834,2.077834,"1HW","25"
"C1","B_f",2084.26,2.08426,"1HW","25"
"C1","A_d",3278.344,3.278344,"1HW","25"
"C1","B_f",1804.441,1.804441,"1HW","25"
"C1","A_d",3138.481,3.138481,"1HW","25"
"C1","B_f",1763.436,1.763436,"1HW","25"
"C1","A_d",2005.816,2.005816,"1HW","25"
"C1","B_f",4906.668,4.906668,"1HW","25"
"C1","A_d",3843.484,3.843484,"1HW","25"
"C1","B_f",892.804,0.892804,"1HW","25"
"C1","A_d",2397.52,2.39752,"1HW","25"
"C1","B_f",944.469,0.944469,"1HW","25"
"C1","A_d",3142.039,3.142039,"1HW","25"
"C1","B_f",954.841,0.954841,"1HW","25"
"C1","A_d",2524.569,2.524569,"1HW","25"
"C1","B_f",6263.396,6.263396,"1HW","25"
"C1","A_d",2325.198,2.325198,"1HW","25"
"C1","B_f",783.349,0.783349,"1HW","25"
"C1","A_d",3654.186,3.654186,"1HW","25"
"C1","B_f",882.21,0.88221,"1HW","25"
"C1","A_d",2780.479,2.780479,"1HW","25"
"C1","B_f",3179.391,3.179391,"1HW","25"
"C1","A_d",1543.573,1.543573,"1HW","25"
"C1","B_f",1031.482,1.031482,"1HW","25"
"C1","A_d",3715.974,3.715974,"1HW","25"
"C1","B_f",1050.834,1.050834,"1HW","25"
"C1","A_d",3026.251,3.026251,"1HW","25"
"C1","B_f",978.006,0.978006,"1HW","25"
"C1","A_d",2579.391,2.579391,"1HW","25"
"C1","B_f",1910.181,1.910181,"1HW","25"
"C1","A_d",3211.977,3.211977,"1HW","25"
"C1","B_f",4812.039,4.812039,"1HW","25"
"C1","A_d",1925.679,1.925679,"1HW","25"
"C1","B_f",855.869,0.855869,"1HW","25"
"C1","A_d",4377.298,4.377298,"1HW","25"
"C1","B_f",1922.331,1.922331,"1HW","25"
"C1","A_d",3073.454,3.073454,"1HW","25"
"C1","B_f",829.974,0.829974,"1HW","25"
"C1","A_d",3913.558,3.913558,"1HW","25"
"C1","B_f",966.493,0.966493,"1HW","25"
"C1","A_d",3348.593,3.348593,"1HW","25"
"C1","B_f",1764.863,1.764863,"1HW","25"
"C1","A_d",4012.123,4.012123,"1HW","25"
"C1","B_f",2208.865,2.208865,"1HW","25"
"C1","A_d",2858.639,2.858639,"1HW","25"
"C1","B_f",1916.85,1.91685,"1HW","25"
"C1","A_d",1811.924,1.811924,"1HW","25"
"C1","B_f",856.457,0.856457,"1HW","25"
"C1","A_d",2994.074,2.994074,"1HW","25"
"C1","B_f",975.256,0.975256,"1HW","25"
"C1","A_d",2179.811,2.179811,"1HW","25"
"C1","B_f",918.695,0.918695,"1HW","25"
"C1","A_d",2200.696,2.200696,"1HW","25"
"C1","B_f",1102.454,1.102454,"1HW","25"
"C1","A_d",2944.21,2.94421,"1HW","25"
"C1","B_f",2200.157,2.200157,"1HW","25"
"C1","A_d",1892.164,1.892164,"1HW","25"
"C1","B_f",2367.368,2.367368,"1HW","25"
"C1","A_d",2099.545,2.099545,"1HW","25"
"C1","B_f",1216.01,1.21601,"1HW","25"
"C1","A_d",4549.59,4.54959,"1HW","25"
"C1","B_f",1075.003,1.075003,"1HW","25"
"C1","A_d",2727.549,2.727549,"1HW","25"
"C1","B_f",619.179,0.619179,"1HW","25"
"C1","A_d",1959.928,1.959928,"1HW","25"
"C1","B_f",2013.455,2.013455,"1HW","25"
"C1","A_d",2803.898,2.803898,"1HW","25"
"C1","B_f",2070.222,2.070222,"1HW","25"
"C1","A_d",2274.547,2.274547,"1HW","25"
"C1","B_f",801.012,0.801012,"1HW","25"
"C1","A_d",3729.842,3.729842,"1HW","25"
"C1","B_f",1064.382,1.064382,"1HW","25"
"C1","A_d",2400.572,2.400572,"1HW","25"
"C1","B_f",1045.709,1.045709,"1HW","25"
"C1","A_d",1646.95,1.64695,"1HW","25"
"C1","B_f",664.606,0.664606,"1HW","25"
"C1","A_d",3144.569,3.144569,"1HW","25"
"C1","B_f",1241.472,1.241472,"1HW","25"
"C1","A_d",2139.716,2.139716,"1HW","25"
"C1","B_f",1211.86,1.21186,"1HW","25"
"C1","A_d",4094.739,4.094739,"1HW","25"
"C1","B_f",1447.605,1.447605,"1HW","25"
"C1","A_d",2506.287,2.506287,"1HW","25"
"C1","B_f",902.344,0.902344,"1HW","25"
"C1","A_d",1647.343,1.647343,"1HW","25"
"C1","B_f",4513.099,4.513099,"1HW","25"
"C1","A_d",2309.142,2.309142,"1HW","25"
"C1","B_f",1717.809,1.717809,"1HW","25"
"C1","A_d",3436.861,3.436861,"1HW","25"
"C1","B_f",875.651,0.875651,"1HW","25"
"C1","A_d",2576.994,2.576994,"1HW","25"
"C1","B_f",863.486,0.863486,"1HW","25"
"C1","A_d",2751.624,2.751624,"1HW","25"
"C1","B_f",803.662,0.803662,"1HW","25"
"C1","A_d",2696.478,2.696478,"1HW","25"
"C1","B_f",1665.737,1.665737,"1HW","25"
"C1","A_d",1354.544,1.354544,"1HW","25"
"C1","B_f",1370.059,1.370059,"1HW","25"
"C1","A_d",2030.373,2.030373,"1HW","25"
"C1","B_f",1353,1.353,"1HW","25"
"C1","A_d",2202.748,2.202748,"1HW","25"
"C1","B_f",1665.67,1.66567,"1HW","25"
"C1","A_d",2811.499,2.811499,"1HW","25"
"C1","B_f",938.763,0.938763,"1HW","25"
"C1","A_d",3704.975,3.704975,"1HW","25"
"C1","B_f",960.685,0.960685,"1HW","25"
"C1","A_d",4032.874,4.032874,"1HW","25"
"C1","B_f",4724.808,4.724808,"1HW","25"
"C1","A_d",3396.565,3.396565,"1HW","25"
"C1","B_f",1308.674,1.308674,"1HW","25"
"C1","A_d",3384.657,3.384657,"1HW","25"
"C1","B_f",758.594,0.758594,"1HW","25"
"C1","A_d",4258.246,4.258246,"1HW","25"
"C1","B_f",1883.507,1.883507,"1HW","25"
"C1","A_d",3091.747,3.091747,"1HW","25"
"C1","B_f",4405.779,4.405779,"1HW","25"
"C1","A_d",3404.745,3.404745,"1HW","25"
"C1","B_f",1397.361,1.397361,"1HW","25"
"C1","A_d",5076.179,5.076179,"1HW","25"
"C1","B_f",1531.763,1.531763,"1HW","25"
"C1","A_d",3229.352,3.229352,"1HW","25"
"C1","B_f",3287.181,3.287181,"1HW","25"
"C1","A_d",3741.132,3.741132,"1HW","25"
"C1","B_f",5703.317,5.703317,"1HW","25"
"C1","A_d",1870.043,1.870043,"1HW","25"
"C1","B_f",2168.9,2.1689,"1HW","25"
"C1","A_d",2551.259,2.551259,"1HW","25"
"C1","B_f",839.095,0.839095,"1HW","25"
"C1","A_d",3464.88,3.46488,"1HW","25"
"C1","B_f",1465.55,1.46555,"1HW","25"
"C1","A_d",3159.387,3.159387,"1HW","25"
"C1","B_f",5030.409,5.030409,"1HW","25"
"C1","A_d",1662.5,1.6625,"1HW","25"
"C1","B_f",3251.522,3.251522,"1HW","25"
"C1","A_d",2285.208,2.285208,"1HW","25"
"C1","B_f",2903.164,2.903164,"1HW","25"
"C1","A_d",2833.763,2.833763,"1HW","25"
"C1","B_f",5601.898,5.601898,"1HW","25"
"C1","A_d",4150.908,4.150908,"1HW","25"
"C1","B_f",3387.253,3.387253,"1HW","25"
"C1","A_d",3221.711,3.221711,"1HW","25"
"C1","B_f",2277.823,2.277823,"1HW","25"
"C1","A_d",4126.612,4.126612,"1HW","25"
"C1","B_f",5410.064,5.410064,"1HW","25"
"C1","A_d",1817.036,1.817036,"1HW","25"
"C1","B_f",799.683,0.799683,"1HW","25"
"C1","A_d",2199.392,2.199392,"1HW","25"
"C1","B_f",1672.477,1.672477,"1HW","25"
"C1","A_d",1148.945,1.148945,"1HW","25"
"C1","B_f",636.561,0.636561,"1HW","25"
"C1","A_d",1429.867,1.429867,"1HW","25"
"C1","B_f",1097.57,1.09757,"1HW","25"
"C1","A_d",2369.771,2.369771,"1HW","25"
"C1","B_f",2292.64,2.29264,"1HW","25"
"C1","A_d",3567.331,3.567331,"1HW","25"
"C1","B_f",586.88,0.58688,"1HW","25"
"C1","A_d",1645.045,1.645045,"1HW","25"
"C1","B_f",5507.335,5.507335,"1HW","25"
"C1","A_d",3604.83,3.60483,"1HW","25"
"C1","B_f",1544.535,1.544535,"1HW","25"
"C1","A_d",3869.405,3.869405,"1HW","25"
"C1","B_f",3097.249,3.097249,"1HW","25"
"C1","A_d",1949.682,1.949682,"1HW","25"
"C1","B_f",1446.329,1.446329,"1HW","25"
"C1","A_d",2948.003,2.948003,"1HW","25"
"C1","B_f",1009.988,1.009988,"1HW","25"
"C1","A_d",3408.715,3.408715,"1HW","25"
"C1","B_f",730.02,0.73002,"1HW","25"
"C1","A_d",1893.647,1.893647,"1HW","25"
"C1","B_f",1156.709,1.156709,"1HW","25"
"C1","A_d",3809.675,3.809675,"1HW","25"
"C1","B_f",2168.513,2.168513,"1HW","25"
"C1","A_d",2363.617,2.363617,"1HW","25"
"C1","B_f",1432.213,1.432213,"1HW","25"
"C1","A_d",3001.837,3.001837,"1HW","25"
"C1","B_f",2539.222,2.539222,"1HW","25"
"C1","A_d",2693.725,2.693725,"1HW","25"
"C1","B_f",1188.215,1.188215,"1HW","25"
"C1","A_d",3348.51,3.34851,"1HW","25"
"C1","B_f",563.528,0.563528,"1HW","25"
"C1","A_d",2557.495,2.557495,"1HW","25"
"C1","B_f",444.989,0.444989,"1HW","25"
"C1","A_d",4164.03,4.16403,"1HW","25"
"C1","B_f",924.888,0.924888,"1HW","25"
"C1","A_d",3329.918,3.329918,"1HW","25"
"C1","B_f",918.756,0.918756,"1HW","25"
"C1","A_d",2583.809,2.583809,"1HW","25"
"C1","B_f",665.868,0.665868,"1HW","25"
"C1","A_d",2826.043,2.826043,"1HW","25"
"C1","B_f",3795.139,3.795139,"1HW","25"
"C1","A_d",2799.757,2.799757,"1HW","25"
"C1","B_f",947.309,0.947309,"1HW","25"
"C1","A_d",2291.395,2.291395,"1HW","25"
"C1","B_f",1197.925,1.197925,"1HW","25"
"C1","A_d",4390.869,4.390869,"1HW","25"
"C1","B_f",3588.866,3.588866,"1HW","25"
"C1","A_d",2515.563,2.515563,"1HW","25"
"C1","B_f",1332.282,1.332282,"1HW","25"
"C1","A_d",2747.186,2.747186,"1HW","25"
"C1","B_f",1178.614,1.178614,"1HW","25"
"C1","A_d",1753.1,1.7531,"1HW","25"
"C1","B_f",941.144,0.941144,"1HW","25"
"C1","A_d",5323.843,5.323843,"1HW","25"
"C1","B_f",1779.989,1.779989,"1HW","25"
"C1","A_d",2059.061,2.059061,"1HW","25"
"C1","B_f",5770.408,5.770408,"1HW","25"
"C1","A_d",1797.816,1.797816,"1HW","25"
"C1","B_f",5699.881,5.699881,"1HW","25"
"C1","A_d",2972.632,2.972632,"1HW","25"
"C1","B_f",1010.653,1.010653,"1HW","25"
"C1","A_d",2389.56,2.38956,"1HW","25"
"C1","B_f",1952.605,1.952605,"1HW","25"
"C1","A_d",2899.789,2.899789,"1HW","25"
"C1","B_f",820.206,0.820206,"1HW","25"
"C1","A_d",1877.906,1.877906,"1HW","25"
"C1","B_f",975.428,0.975428,"1HW","25"
"C1","A_d",3082.263,3.082263,"1HW","25"
"C1","B_f",5162.91,5.16291,"1HW","25"
"C1","A_d",2860.558,2.860558,"1HW","25"
"C1","B_f",1334.968,1.334968,"1HW","25"
"C1","A_d",2405.277,2.405277,"1HW","25"
"C1","B_f",1512.644,1.512644,"1HW","25"
"C1","A_d",3947.745,3.947745,"1HW","25"
"C1","B_f",883.921,0.883921,"1HW","25"
"C1","A_d",2546.562,2.546562,"1HW","25"
"C1","B_f",1506.972,1.506972,"1HW","25"
"C1","A_d",2097.575,2.097575,"1HW","25"
"C1","B_f",1468.792,1.468792,"1HW","25"
"C1","A_d",3930.163,3.930163,"1HW","25"
"C1","B_f",1037.056,1.037056,"1HW","25"
"C1","A_d",3908.459,3.908459,"1HW","25"
"C1","B_f",1584.6,1.5846,"1HW","25"
"C1","A_d",2883.433,2.883433,"1HW","25"
"C1","B_f",1807.571,1.807571,"1HW","25"
"C1","A_d",3876.634,3.876634,"1HW","25"
"C1","B_f",891.8,0.8918,"1HW","25"
"C1","A_d",2174.872,2.174872,"1HW","25"
"C1","B_f",1510.422,1.510422,"1HW","25"
"C1","A_d",2597.917,2.597917,"1HW","25"
"C1","B_f",5143.589,5.143589,"1HW","25"
"C1","A_d",4912.532,4.912532,"1HW","25"
"C1","B_f",1731.762,1.731762,"1HW","25"
"C1","A_d",4187.078,4.187078,"1HW","25"
"C1","B_f",824.018,0.824018,"1HW","25"
"C1","A_d",4771.144,4.771144,"1HW","25"
"C1","B_f",2040.405,2.040405,"1HW","25"
"C1","A_d",1738.51,1.73851,"1HW","25"
"C1","B_f",1562.441,1.562441,"1HW","25"
"C1","A_d",3350.147,3.350147,"1HW","25"
"C1","B_f",1715.005,1.715005,"1HW","25"
"C1","A_d",2579.621,2.579621,"1HW","25"
"C1","B_f",1584.07,1.58407,"1HW","25"
"C1","A_d",3233.528,3.233528,"1HW","25"
"C1","B_f",1016.561,1.016561,"1HW","25"
"C1","A_d",3282.105,3.282105,"1HW","25"
"C1","B_f",730.327,0.730327,"1HW","25"
"C1","A_d",5028.905,5.028905,"1HW","25"
"C1","B_f",4807.979,4.807979,"1HW","25"
"C1","A_d",2538.586,2.538586,"1HW","25"
"C1","B_f",1217.114,1.217114,"1HW","25"
"C1","A_d",2796.647,2.796647,"1HW","25"
"C1","B_f",4214.998,4.214998,"1HW","25"
"C1","A_d",2842.428,2.842428,"1HW","25"
"C1","B_f",3124.398,3.124398,"1HW","25"
"C1","A_d",2977.199,2.977199,"1HW","25"
"C1","B_f",1583.646,1.583646,"1HW","25"
"C1","A_d",4034.822,4.034822,"1HW","25"
"C1","B_f",1628.083,1.628083,"1HW","25"
"C1","A_d",2766.828,2.766828,"1HW","25"
"C1","B_f",4379.877,4.379877,"1HW","25"
"C1","A_d",2183.225,2.183225,"1HW","25"
"C1","B_f",1041.203,1.041203,"1HW","25"
"C1","A_d",4386.347,4.386347,"1HW","25"
"C1","B_f",1153.657,1.153657,"1HW","25"
"C1","A_d",2434.043,2.434043,"1HW","25"
"C1","B_f",1275.976,1.275976,"1HW","25"
"C1","A_d",2541.55,2.54155,"1HW","25"
"C1","B_f",1469.402,1.469402,"1HW","25"
"C1","A_d",4019.776,4.019776,"1HW","25"
"C1","B_f",1128.644,1.128644,"1HW","25"
"C1","A_d",2657.237,2.657237,"1HW","25"
"C1","B_f",1161.393,1.161393,"1HW","25"
"C1","A_d",4198.095,4.198095,"1HW","25"
"C1","B_f",5284.284,5.284284,"1HW","25"
"C1","A_d",3518.423,3.518423,"1HW","25"
"C1","B_f",1726.616,1.726616,"1HW","25"
"C1","A_d",2348.102,2.348102,"1HW","25"
"C1","B_f",859.849,0.859849,"1HW","25"
"C1","A_d",4127.64,4.12764,"1HW","25"
"C1","B_f",2664.921,2.664921,"1HW","25"
"C1","A_d",2719.284,2.719284,"1HW","25"
"C1","B_f",987.97,0.98797,"1HW","25"
"C1","A_d",2065.808,2.065808,"1HW","25"
"C1","B_f",1363.507,1.363507,"1HW","25"
"C1","A_d",3240.804,3.240804,"1HW","25"
"C1","B_f",780.342,0.780342,"1HW","25"
"C1","A_d",3785.636,3.785636,"1HW","25"
"C1","B_f",606.023,0.606023,"1HW","25"
"C1","A_d",2032.438,2.032438,"1HW","25"
"C1","B_f",1397.201,1.397201,"1HW","25"
"C1","A_d",2714.804,2.714804,"1HW","25"
"C1","B_f",1412.499,1.412499,"1HW","25"
"C1","A_d",3184.337,3.184337,"1HW","25"
"C1","B_f",885.818,0.885818,"1HW","25"
"C1","A_d",2518.724,2.518724,"1HW","25"
"C1","B_f",760.068,0.760068,"1HW","25"
"C1","A_d",2530.58,2.53058,"1HW","25"
"C1","B_f",761.907,0.761907,"1HW","25"
"C1","A_d",3393.719,3.393719,"1HW","25"
"C1","B_f",1085.417,1.085417,"1HW","25"
"C1","A_d",2902.406,2.902406,"1HW","25"
"C1","B_f",981.434,0.981434,"1HW","25"
"C1","A_d",4424.693,4.424693,"1HW","25"
"C1","B_f",998.396,0.998396,"1HW","25"
"C1","A_d",4588.216,4.588216,"1HW","25"
"C1","B_f",725.791,0.725791,"1HW","25"
"C1","A_d",1611.574,1.611574,"1HW","25"
"C1","B_f",2217.261,2.217261,"1HW","25"
"C1","A_d",2130.529,2.130529,"1HW","25"
"C1","B_f",2214.483,2.214483,"1HW","25"
"C1","A_d",4221.569,4.221569,"1HW","25"
"C1","B_f",1290.803,1.290803,"1HW","25"
"C1","A_d",2507.681,2.507681,"1HW","25"
"C1","B_f",702.196,0.702196,"1HW","25"
"C1","A_d",2855.327,2.855327,"1HW","25"
"C1","B_f",953.14,0.95314,"1HW","25"
"C1","A_d",4746.378,4.746378,"1HW","25"
"C1","B_f",2522.592,2.522592,"1HW","25"
"C1","A_d",3669.246,3.669246,"1HW","25"
"C1","B_f",1393.511,1.393511,"1HW","25"
"C1","A_d",6374.349,6.374349,"1HW","25"
"C1","B_f",1309.742,1.309742,"1HW","25"
"C1","A_d",2647.812,2.647812,"1HW","25"
"C1","B_f",1746.501,1.746501,"1HW","25"
"C1","A_d",1121.296,1.121296,"1HW","25"
"C1","B_f",1224.769,1.224769,"1HW","25"
"C1","A_d",2750.901,2.750901,"1HW","25"
"C1","B_f",1367.442,1.367442,"1HW","25"
"C1","A_d",3035.649,3.035649,"1HW","25"
"C1","B_f",5675.152,5.675152,"1HW","25"
"C1","A_d",3579.106,3.579106,"1HW","25"
"C1","B_f",5093.564,5.093564,"1HW","25"
"C1","A_d",3422.495,3.422495,"1HW","25"
"C1","B_f",2057.123,2.057123,"1HW","25"
"C1","A_d",3355.82,3.35582,"1HW","25"
"C1","B_f",1499.563,1.499563,"1HW","25"
"C1","A_d",3842.25,3.84225,"1HW","25"
"C1","B_f",4125.929,4.125929,"1HW","25"
"C1","A_d",2893.434,2.893434,"1HW","25"
"C1","B_f",6486.714,6.486714,"1HW","25"
"C1","A_d",3146.309,3.146309,"1HW","25"
"C1","B_f",952.2,0.9522,"1HW","25"
"C1","A_d",2726.487,2.726487,"1HW","25"
"C1","B_f",4675.797,4.675797,"1HW","25"
"C1","A_d",2231.978,2.231978,"1HW","25"
"C1","B_f",937.39,0.93739,"1HW","25"
"C1","A_d",1803.351,1.803351,"1HW","25"
"C1","B_f",1878.36,1.87836,"1HW","25"
"C1","A_d",2945.2,2.9452,"1HW","25"
"C1","B_f",1921.516,1.921516,"1HW","25"
"C1","A_d",3731.428,3.731428,"1HW","25"
"C1","B_f",3861.758,3.861758,"1HW","25"
"C1","A_d",3183.77,3.18377,"1HW","25"
"C1","B_f",986.723,0.986723,"1HW","25"
"C1","A_d",1964.119,1.964119,"1HW","25"
"C1","B_f",1802.734,1.802734,"1HW","25"
"C1","A_d",2774.959,2.774959,"1HW","25"
"C1","B_f",1919.184,1.919184,"1HW","25"
"C1","A_d",2233.386,2.233386,"1HW","25"
"C1","B_f",2313.733,2.313733,"1HW","25"
"C1","A_d",1739.452,1.739452,"1HW","25"
"C1","B_f",1089.329,1.089329,"1HW","25"
"C1","A_d",2535.968,2.535968,"1HW","25"
"C1","B_f",890.984,0.890984,"1HW","25"
"C1","A_d",2988.513,2.988513,"1HW","25"
"C1","B_f",1178.186,1.178186,"1HW","25"
"C1","A_d",2626.777,2.626777,"1HW","25"
"C1","B_f",742.864,0.742864,"1HW","25"
"C1","A_d",2080.108,2.080108,"1HW","25"
"C1","B_f",660.551,0.660551,"1HW","25"
"C1","A_d",4143.891,4.143891,"1HW","25"
"C1","B_f",1377.839,1.377839,"1HW","25"
"C1","A_d",3585.818,3.585818,"1HW","25"
"C1","B_f",1499.115,1.499115,"1HW","25"
"C1","A_d",3637.34,3.63734,"1HW","25"
"C1","B_f",5072.059,5.072059,"1HW","25"
"C1","A_d",3861.413,3.861413,"1HW","25"
"C1","B_f",3316.809,3.316809,"1HW","25"
"C1","A_d",3840.4,3.8404,"1HW","25"
"C1","B_f",872,0.872,"1HW","25"
"C1","A_d",3128.803,3.128803,"1HW","25"
"C1","B_f",1818.899,1.818899,"1HW","25"
"C1","A_d",4468.571,4.468571,"1HW","25"
"C1","B_f",779.553,0.779553,"1HW","25"
"C1","A_d",4382.328,4.382328,"1HW","25"
"C1","B_f",1384.525,1.384525,"1HW","25"
"C1","A_d",1551.218,1.551218,"1HW","25"
"C1","B_f",1045.441,1.045441,"1HW","25"
"C1","A_d",3924.617,3.924617,"1HW","25"
"C1","B_f",2799.385,2.799385,"1HW","25"
"C1","A_d",2333.366,2.333366,"1HW","25"
"C1","B_f",1801.119,1.801119,"1HW","25"
"C1","A_d",4029.128,4.029128,"1HW","25"
"C1","B_f",2200.665,2.200665,"1HW","25"
"C1","A_d",1992.183,1.992183,"1HW","25"
"C1","B_f",619.992,0.619992,"1HW","25"
"C1","A_d",2011.862,2.011862,"1HW","25"
"C1","B_f",914.176,0.914176,"1HW","25"
"C1","A_d",3991.042,3.991042,"1HW","25"
"C1","B_f",4819.652,4.819652,"1HW","25"
"C1","A_d",3522.548,3.522548,"1HW","25"
"C1","B_f",1618.74,1.61874,"1HW","25"
"C1","A_d",4425.486,4.425486,"1HW","25"
"C1","B_f",2091.765,2.091765,"1HW","25"
"C1","A_d",3668.274,3.668274,"1HW","25"
"C1","B_f",1739.92,1.73992,"1HW","25"
"C1","A_d",3058.235,3.058235,"1HW","25"
"C1","B_f",1939.635,1.939635,"1HW","25"
"C1","A_d",3814.721,3.814721,"1HW","25"
"C1","B_f",1135.614,1.135614,"1HW","25"
"C1","A_d",1868.08,1.86808,"1HW","25"
"C1","B_f",6687.849,6.687849,"1HW","25"
"C1","A_d",3230.146,3.230146,"1HW","25"
"C1","B_f",5324.274,5.324274,"1HW","25"
"C1","A_d",3939.343,3.939343,"1HW","25"
"C1","B_f",2195.751,2.195751,"1HW","25"
"C1","A_d",2635.35,2.63535,"1HW","25"
"C1","B_f",515.822,0.515822,"1HW","25"
"C1","A_d",3049.696,3.049696,"1HW","25"
"C1","B_f",4553.642,4.553642,"1HW","25"
"C1","A_d",2064.255,2.064255,"1HW","25"
"C1","B_f",1269.115,1.269115,"1HW","25"
"C1","A_d",1763.687,1.763687,"1HW","25"
"C1","B_f",3554.896,3.554896,"1HW","25"
"C1","A_d",2894.83,2.89483,"1HW","25"
"C1","B_f",1747.751,1.747751,"1HW","25"
"C1","A_d",2917.924,2.917924,"1HW","25"
"C1","B_f",4773.023,4.773023,"1HW","25"
"C1","A_d",2852.13,2.85213,"1HW","25"
"C1","B_f",4008.689,4.008689,"1HW","25"
"C1","A_d",2256.281,2.256281,"1HW","25"
"C1","B_f",1570.979,1.570979,"1HW","25"
"C1","A_d",2526.797,2.526797,"1HW","25"
"C1","B_f",1614.62,1.61462,"1HW","25"
"C1","A_d",2294.673,2.294673,"1HW","25"
"C1","B_f",4134.669,4.134669,"1HW","25"
"C1","A_d",3359.539,3.359539,"1HW","25"
"C1","B_f",7062.093,7.062093,"1HW","25"
"C1","A_d",2756.855,2.756855,"1HW","25"
"C1","B_f",908.649,0.908649,"1HW","25"
"C1","A_d",2700.841,2.700841,"1HW","25"
"C1","B_f",1392.386,1.392386,"1HW","25"
"C1","A_d",4467.912,4.467912,"1HW","25"
"C1","B_f",666.204,0.666204,"1HW","25"
"C1","A_d",1794.615,1.794615,"1HW","25"
"C1","B_f",2115.18,2.11518,"1HW","25"
"C1","A_d",4565.929,4.565929,"1HW","25"
"C1","B_f",2800.504,2.800504,"1HW","25"
"C1","A_d",2646.886,2.646886,"1HW","25"
"C1","B_f",1809.211,1.809211,"1HW","25"
"C1","A_d",3752.467,3.752467,"1HW","25"
"C1","B_f",1419.85,1.41985,"1HW","25"
"C1","A_d",2951.88,2.95188,"1HW","25"
"C1","B_f",1453.47,1.45347,"1HW","25"
"C1","A_d",1699.66,1.69966,"1HW","25"
"C1","B_f",2045.637,2.045637,"1HW","25"
"C1","A_d",1638.916,1.638916,"1HW","25"
"C1","B_f",1486.066,1.486066,"1HW","25"
"C1","A_d",1814.802,1.814802,"1HW","25"
"C1","B_f",1629.87,1.62987,"1HW","25"
"C1","A_d",2702.552,2.702552,"1HW","25"
"C1","B_f",5461.781,5.461781,"1HW","25"
"C1","A_d",2838.597,2.838597,"1HW","25"
"C1","B_f",2920.099,2.920099,"1HW","25"
"C1","A_d",2808.25,2.80825,"1HW","25"
"C1","B_f",1496.874,1.496874,"1HW","25"
"C1","A_d",4794.53,4.79453,"1HW","25"
"C1","B_f",1783.601,1.783601,"1HW","25"
"C1","A_d",2245.585,2.245585,"1HW","25"
"C1","B_f",1791.116,1.791116,"1HW","25"
"C1","A_d",2611.612,2.611612,"1HW","25"
"C1","B_f",1949.134,1.949134,"1HW","25"
"C1","A_d",2912.826,2.912826,"1HW","25"
"C1","B_f",3116.344,3.116344,"1HW","25"
"C1","A_d",2316.328,2.316328,"1HW","25"
"C1","B_f",2366.233,2.366233,"1HW","25"
"C1","A_d",3243.791,3.243791,"1HW","25"
"C1","B_f",4455.122,4.455122,"1HW","25"
"C1","A_d",2028.756,2.028756,"1HW","25"
"C1","B_f",729.637,0.729637,"1HW","25"
"C1","A_d",3117.027,3.117027,"1HW","25"
"C1","B_f",5235.379,5.235379,"1HW","25"
"C1","A_d",2818.784,2.818784,"1HW","25"
"C1","B_f",4282.81,4.28281,"1HW","25"
"C1","A_d",3544.095,3.544095,"1HW","25"
"C1","B_f",3629.002,3.629002,"1HW","25"
"C1","A_d",2475.825,2.475825,"1HW","25"
"C1","B_f",2020.143,2.020143,"1HW","25"
"C1","A_d",2757.819,2.757819,"1HW","25"
"C1","B_f",5076.736,5.076736,"1HW","25"
"C1","A_d",3808.233,3.808233,"1HW","25"
"C1","B_f",3563.199,3.563199,"1HW","25"
"C1","A_d",2016.383,2.016383,"1HW","25"
"C1","B_f",3987.579,3.987579,"1HW","25"
"C1","A_d",5626.467,5.626467,"1HW","25"
"C1","B_f",6848.865,6.848865,"1HW","25"
"C1","A_d",1594.651,1.594651,"1HW","25"
"C1","B_f",2356.872,2.356872,"1HW","25"
"C1","A_d",4312.081,4.312081,"1HW","25"
"C1","B_f",5165.825,5.165825,"1HW","25"
"C1","A_d",4009.828,4.009828,"1HW","25"
"C1","B_f",4419.87,4.41987,"1HW","25"
"C1","A_d",2835.442,2.835442,"1HW","25"
